# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  1
15  1
20  5
25  0
30  0
35  0
40  1
45  0
50  1
55  0
60  0
65  0
70  0
75  0
80  1
85  0
90  0
95  1
100  0
105  0
110  1
115  1
120  0
125  0
130  0
135  1
140  1
145  1
150  1
155  1
160  1
165  1
170  1
175  1
