# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  0
15  1
20  0
25  0
30  0
35  0
40  0
45  0
50  0
55  0
60  0
65  1
70  0
75  1
80  0
85  1
90  1
95  1
100  1
105  0
110  0
115  0
120  1
125  1
130  1
135  1
140  1
145  0
150  0
155  1
160  1
165  0
170  1
175  2
