# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  0
15  1
20  0
25  0
30  0
35  1
40  0
45  1
50  1
55  1
60  2
65  1
70  2
75  2
80  2
85  3
90  4
95  3
100  3
105  3
110  6
115  5
120  5
125  4
130  5
135  6
140  6
145  6
150  8
155  8
160  8
165  8
170  8
175  9
