# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  1
15  3
20  3
25  2
30  1
35  2
40  2
45  2
50  2
55  3
60  3
65  3
70  2
75  0
80  0
85  0
90  0
95  0
100  0
105  1
110  1
115  1
120  1
125  1
130  1
135  1
140  1
145  2
150  1
155  1
160  1
165  2
170  3
175  2
